,Soil humidity ,Air humidity (%),Air temperature (C),Motor
4370,61.8,87.41,16.57,0
4371,61.8,87.48,16.52,0
4372,61.79,87.55,16.48,0
4373,61.79,87.72,16.44,0
4374,61.78,87.89,16.4,0
4375,61.77,88.08,16.36,0
4376,61.77,88.26,16.32,0
4377,61.76,88.48,16.27,0
4378,61.75,88.71,16.23,0
4379,61.75,89.02,16.18,0
4380,61.74,89.34,16.13,0
4381,61.73,89.43,16.09,0
4382,61.73,89.51,16.05,0
4383,61.72,89.74,16,0
4384,61.71,89.96,15.95,0
4385,61.71,90.02,15.94,0
4386,61.7,90.08,15.94,0
4387,61.69,89.85,16,0
4388,61.69,89.63,16.05,0
4389,61.68,89.4,16.11,0
4390,61.67,89.17,16.16,0
4391,61.67,88.95,16.22,0
4392,61.66,88.72,16.27,0
4393,61.65,88.49,16.33,0
4394,61.65,88.27,16.38,0
4395,61.64,88.04,16.44,0
4396,61.64,87.81,16.49,0
4397,61.63,87.59,16.55,0
4398,61.62,87.36,16.6,0
4399,61.62,87.13,16.66,0
4400,61.61,86.91,16.71,0
4401,61.6,86.68,16.77,0
4402,61.6,86.45,16.82,0
4403,61.59,86.23,16.88,0
4404,61.58,86,16.93,0
4405,61.58,85.77,16.99,0
4406,61.57,85.55,17.04,0
4407,61.56,85.32,17.1,0
4408,61.56,85.09,17.15,0
4409,61.55,84.87,17.21,0
4410,61.54,84.64,17.26,0
4411,61.54,84.41,17.32,0
4412,61.53,84.19,17.37,0
4413,61.52,83.96,17.43,0
4414,61.52,83.73,17.48,0
4415,61.51,83.51,17.54,0
4416,61.5,83.28,17.59,0
4417,61.5,83.05,17.65,0
4418,61.49,82.83,17.7,0
4419,61.49,82.6,17.76,0
4420,61.48,82.37,17.81,0
4421,61.47,82.15,17.87,0
4422,61.47,81.92,17.92,0
4423,61.46,81.69,17.98,0
4424,61.45,81.47,18.03,0
4425,61.45,81.24,18.09,0
4426,61.44,81.01,18.14,0
4427,61.43,80.79,18.2,0
4428,61.43,80.56,18.25,0
4429,61.42,80.33,18.31,0
4430,61.41,80.11,18.36,0
4431,61.41,79.88,18.42,0
4432,61.4,79.65,18.47,0
4433,61.39,79.43,18.53,0
4434,61.39,79.2,18.58,0
4435,61.38,78.97,18.64,0
4436,61.37,78.75,18.69,0
4437,61.37,78.52,18.75,0
4438,61.36,78.29,18.8,0
4439,61.36,78.07,18.86,0
4440,61.35,77.84,18.91,0
4441,61.34,77.61,18.97,0
4442,61.34,77.39,19.03,0
4443,61.33,77.16,19.08,0
4444,61.32,76.93,19.14,0
4445,61.32,76.71,19.19,0
4446,61.31,76.48,19.25,0
4447,61.3,76.25,19.3,0
4448,61.3,76.03,19.36,0
4449,61.29,75.8,19.41,0
4450,61.28,75.57,19.47,0
4451,61.28,75.35,19.52,0
4452,61.27,75.12,19.58,0
4453,61.26,74.89,19.63,0
4454,61.26,74.67,19.69,0
4455,61.25,74.44,19.74,0
4456,61.24,74.21,19.8,0
4457,61.24,73.99,19.85,0
4458,61.23,73.76,19.91,0
4459,61.22,73.53,19.96,0
4460,61.22,73.31,20.02,0
4461,61.21,73.08,20.07,0
4462,61.21,72.85,20.13,0
4463,61.2,72.63,20.18,0
4464,61.19,72.4,20.24,0
4465,61.19,72.17,20.29,0
4466,61.18,71.95,20.35,0
4467,61.17,71.72,20.4,0
4468,61.17,71.49,20.46,0
4469,61.16,71.27,20.51,0
4470,61.15,71.04,20.57,0
4471,61.15,70.81,20.62,0
4472,61.14,70.59,20.68,0
4473,61.13,70.36,20.73,0
4474,61.13,70.13,20.79,0
4475,61.12,69.91,20.84,0
4476,61.11,69.68,20.9,0
4477,61.11,69.45,20.95,0
4478,61.1,69.23,21.01,0
4479,61.09,69,21.06,0
4480,61.09,68.77,21.12,0
4481,61.08,68.55,21.17,0
4482,61.07,68.32,21.23,0
4483,61.07,68.09,21.28,0
4484,61.06,67.87,21.34,0
4485,61.06,67.64,21.39,0
4486,61.05,67.41,21.45,0
4487,61.04,67.19,21.5,0
4488,61.04,66.96,21.56,0
4489,61.03,66.73,21.61,0
4490,61.02,66.51,21.67,0
4491,61.02,66.28,21.72,0
4492,61.01,66.05,21.78,0
4493,61,65.83,21.83,0
4494,61,65.6,21.89,0
4495,60.99,65.37,21.95,0
4496,60.98,65.15,22,0
4497,60.98,64.92,22.06,0
4498,60.97,64.69,22.11,0
4499,60.96,64.47,22.17,0
4500,60.96,64.24,22.22,0
4501,60.95,64.01,22.28,0
4502,60.94,63.79,22.33,0
4503,60.94,63.56,22.39,0
4504,60.93,63.33,22.44,0
4505,60.93,63.11,22.5,0
4506,60.92,62.88,22.55,0
4507,60.91,62.65,22.61,0
4508,60.91,62.43,22.66,0
4509,60.9,62.2,22.72,0
4510,60.89,61.97,22.77,0
4511,60.89,61.75,22.83,0
4512,60.88,61.52,22.88,0
4513,60.87,61.29,22.94,0
4514,60.87,61.07,22.99,0
4515,60.86,60.84,23.05,0
4516,60.85,60.61,23.1,0
4517,60.85,60.39,23.16,0
4518,60.84,60.16,23.21,0
4519,60.83,59.93,23.27,0
4520,60.83,59.71,23.32,0
4521,60.82,59.48,23.38,0
4522,60.81,59.25,23.43,0
4523,60.81,59.03,23.49,0
4524,60.8,58.8,23.54,0
4525,60.79,58.57,23.6,0
4526,60.79,58.35,23.65,0
4527,60.78,58.12,23.71,0
4528,60.78,57.89,23.76,0
4529,60.77,57.67,23.82,0
4530,60.76,57.44,23.87,0
4531,60.76,57.21,23.93,0
4532,60.75,56.99,23.98,0
4533,60.74,56.76,24.04,0
4534,60.74,56.53,24.09,0
4535,60.73,56.31,24.15,0
4536,60.72,56.08,24.2,0
4537,60.72,55.85,24.26,0
4538,60.71,55.63,24.31,0
4539,60.7,55.4,24.37,0
4540,60.7,55.17,24.42,0
4541,60.69,54.95,24.48,0
4542,60.68,54.72,24.53,0
4543,60.68,54.49,24.59,0
4544,60.67,54.27,24.64,0
4545,60.66,54.04,24.7,0
4546,60.66,53.81,24.75,0
4547,60.65,53.59,24.81,0
4548,60.64,53.36,24.86,0
4549,60.64,53.13,24.92,0
4550,60.63,52.91,24.98,0
4551,60.63,52.68,25.03,0
4552,60.62,52.45,25.09,0
4553,60.61,52.23,25.14,0
4554,60.61,52,25.2,0
4555,60.6,51.77,25.25,0
4556,60.59,51.55,25.31,0
4557,60.59,51.32,25.36,0
4558,60.58,51.09,25.42,0
4559,60.57,50.87,25.47,0
4560,60.57,50.64,25.53,0
4561,60.56,50.41,25.58,0
4562,60.55,50.19,25.64,0
4563,60.55,49.96,25.69,0
4564,60.54,49.73,25.75,0
4565,60.53,49.51,25.8,0
4566,60.53,49.28,25.86,0
4567,60.52,49.05,25.91,0
4568,60.51,48.83,25.97,0
4569,60.51,48.6,26.02,0
4570,60.5,48.37,26.08,0
4571,60.5,48.15,26.13,0
4572,60.49,47.92,26.19,0
4573,60.48,47.69,26.24,0
4574,60.48,47.47,26.3,0
4575,60.47,47.24,26.35,0
4576,60.46,47.01,26.41,0
4577,60.46,46.79,26.46,0
4578,60.45,46.56,26.52,0
4579,60.44,46.33,26.57,0
4580,60.44,46.11,26.63,0
4581,60.43,45.88,26.68,0
4582,60.42,45.65,26.74,0
4583,60.42,45.43,26.79,0
4584,60.41,45.2,26.85,0
4585,60.4,44.97,26.9,0
4586,60.4,44.75,26.96,0
4587,60.39,44.52,27.01,0
4588,60.38,44.29,27.07,0
4589,60.38,44.07,27.12,0
4590,60.37,43.84,27.18,0
4591,60.36,43.61,27.23,0
4592,60.36,43.39,27.29,0
4593,60.35,43.16,27.34,0
4594,60.35,42.93,27.4,0
4595,60.34,42.71,27.45,0
4596,60.33,42.48,27.51,0
4597,60.33,42.25,27.56,0
4598,60.32,42.03,27.62,0
4599,60.31,41.8,27.67,0
4600,60.31,41.57,27.73,0
4601,60.3,41.35,27.78,0
4602,60.29,41.12,27.84,0
4603,60.29,40.89,27.89,0
4604,60.28,40.67,27.95,0
4605,60.27,40.44,28.01,0
4606,60.27,40.21,28.06,0
4607,60.26,39.99,28.12,0
4608,60.25,39.76,28.17,0
4609,60.25,39.53,28.23,0
4610,60.24,39.31,28.28,0
4611,60.23,39.08,28.34,0
4612,60.23,38.85,28.39,0
4613,60.22,38.63,28.45,0
4614,60.21,38.4,28.5,0
4615,60.21,38.17,28.56,0
4616,60.2,37.95,28.61,0
4617,60.2,37.72,28.67,0
4618,60.19,37.49,28.72,0
4619,60.18,37.27,28.78,0
4620,60.18,37.04,28.83,0
4621,60.17,36.81,28.89,0
4622,60.16,36.59,28.94,0
4623,60.16,36.36,29,0
4624,60.15,36.13,29.05,0
4625,60.14,35.91,29.11,0
4626,60.14,35.68,29.16,0
4627,60.13,35.45,29.22,0
4628,60.12,35.23,29.27,0
4629,60.12,35,29.33,0
4630,60.11,34.77,29.38,0
4631,60.1,34.55,29.44,0
4632,60.1,34.32,29.49,0
4633,60.09,34.09,29.55,0
4634,60.08,33.87,29.6,0
4635,60.08,33.64,29.66,0
4636,60.07,33.41,29.71,0
4637,60.07,33.19,29.77,0
4638,60.06,32.96,29.82,0
4639,60.05,32.73,29.88,0
4640,60.05,32.51,29.93,0
4641,60.04,32.28,29.99,0
4642,60.03,32.05,30.04,0
4643,60.03,31.83,30.1,0
4644,60.02,31.6,30.15,0
4645,60.01,31.37,30.21,0
4646,60.01,31.15,30.26,0
4647,60,30.92,30.32,0
4648,59.99,30.69,30.37,0
4649,59.99,30.47,30.43,0
4650,59.98,30.24,30.48,0
4651,59.97,30.01,30.54,0
4652,59.97,29.79,30.59,0
4653,59.96,29.56,30.65,0
4654,59.95,29.33,30.7,0
4655,59.95,29.11,30.76,0
4656,59.94,28.88,30.81,0
4657,59.93,28.65,30.87,0
4658,59.93,28.43,30.92,0
4659,59.92,28.2,30.98,0
4660,59.92,27.97,31.04,0
4661,59.91,27.75,31.09,0
4662,59.9,27.52,31.15,0
4663,59.9,27.29,31.2,0
4664,59.89,27.07,31.26,0
4665,59.88,26.84,31.31,0
4666,59.88,26.61,31.37,0
4667,59.87,26.39,31.42,0
4668,59.86,26.16,31.48,0
4669,59.86,25.93,31.53,0
4670,59.85,25.71,31.59,0
4671,59.84,25.48,31.64,0
4672,59.84,25.25,31.7,0
4673,59.83,25.03,31.75,0
4674,59.82,24.8,31.81,0
4675,59.82,24.57,31.86,0
4676,59.81,24.35,31.92,0
4677,59.8,24.12,31.97,0
4678,59.8,23.89,32.03,0
4679,59.79,23.67,32.08,0
4680,59.79,23.44,32.14,0
4681,59.78,23.21,32.19,0
4682,59.77,22.99,32.25,0
4683,59.77,22.76,32.3,0
4684,59.76,22.53,32.36,0
4685,59.75,22.31,32.41,0
4686,59.75,22.08,32.47,0
4687,59.74,21.85,32.52,0
4688,59.73,21.63,32.58,0
4689,59.73,21.4,32.63,0
4690,59.72,21.17,32.69,0
4691,59.71,20.95,32.74,0
4692,59.71,20.72,32.8,0
4693,59.7,20.49,32.85,0
4694,59.69,20.27,32.91,0
4695,59.69,20.04,32.96,0
4696,59.68,19.81,33.02,0
4697,59.67,19.59,33.07,0
4698,59.67,19.36,33.13,0
4699,59.66,19.13,33.18,0
4700,59.65,18.91,33.24,0
4701,59.65,18.68,33.29,0
4702,59.64,18.45,33.35,0
4703,59.64,18.23,33.4,0
4704,59.63,18,33.46,0
4705,59.62,17.77,33.51,0
4706,59.62,17.55,33.57,0
4707,59.61,17.32,33.62,0
4708,59.6,17.09,33.68,0
4709,59.6,16.87,33.73,0
4710,59.59,16.64,33.79,0
4711,59.58,16.41,33.84,0
4712,59.58,16.19,33.9,0
4713,59.57,15.96,33.96,0
4714,59.56,15.73,34.01,0
4715,59.56,15.51,34.07,0
4716,59.55,15.28,34.12,0
4717,59.54,15.05,34.18,0
4718,59.54,14.83,34.23,0
4719,59.53,14.6,34.29,0
4720,59.52,14.37,34.34,0
4721,59.52,14.15,34.4,0
4722,59.51,13.92,34.45,0
4723,59.5,13.69,34.51,0
4724,59.5,13.47,34.56,0
4725,59.49,13.24,34.62,0
4726,59.49,13.01,34.67,0
4727,59.48,12.79,34.73,0
4728,59.47,12.56,34.78,0
4729,59.47,12.33,34.84,0
4730,59.46,12.11,34.89,0
4731,59.45,11.88,34.95,0
4732,59.45,11.65,35,0
4733,59.44,11.43,35.06,0
4734,59.43,11.2,35.11,0
4735,59.43,10.97,35.17,0
4736,59.42,10.75,35.22,0
4737,59.41,10.52,35.28,0
4738,59.41,10.29,35.33,0
4739,59.4,10.07,35.39,0
4740,59.39,9.84,35.44,0
4741,59.39,9.61,35.5,0
4742,59.38,9.39,35.55,0
4743,59.37,9.16,35.61,0
4744,59.37,8.93,35.66,0
4745,59.36,8.71,35.72,0
4746,59.36,8.48,35.77,0
4747,59.35,8.25,35.83,0
4748,59.34,8.03,35.88,0
4749,59.34,7.8,35.94,0
4750,59.33,7.57,35.99,0
4751,59.32,7.35,36.05,0
4752,59.32,7.12,36.1,0
4753,59.31,6.89,36.16,0
4754,59.3,6.67,36.21,0
4755,59.3,6.44,36.27,0
4756,59.29,6.21,36.32,0
4757,59.28,5.99,36.38,0
4758,59.28,5.76,36.43,0
4759,59.27,5.53,36.49,0
4760,59.26,5.31,36.54,0
4761,59.26,5.08,36.6,0
4762,59.25,4.85,36.65,0
4763,59.24,4.63,36.71,0
4764,59.24,4.4,36.76,0
4765,59.23,4.17,36.82,0
4766,59.22,3.95,36.87,0
4767,59.22,3.72,36.93,0
4768,59.21,3.79,36.89,0
4769,59.21,3.85,36.84,0
4770,59.2,3.92,36.8,0
4771,59.19,3.98,36.75,0
4772,59.19,4.05,36.71,0
4773,59.18,4.11,36.67,0
4774,59.17,4.18,36.62,0
4775,59.17,4.24,36.58,0
4776,59.16,4.31,36.54,0
4777,59.15,4.37,36.49,0
4778,59.15,4.44,36.45,0
4779,59.14,4.5,36.4,0
4780,59.13,4.57,36.36,0
4781,59.13,4.63,36.32,0
4782,59.12,4.7,36.27,0
4783,59.11,4.76,36.23,0
4784,59.11,4.83,36.18,0
4785,59.1,4.89,36.14,0
4786,59.09,4.96,36.1,0
4787,59.09,5.02,36.05,0
4788,59.08,5.09,36.01,0
4789,59.07,5.15,35.97,0
4790,59.07,5.22,35.92,0
4791,59.06,5.28,35.88,0
4792,59.06,5.35,35.83,0
4793,59.05,5.41,35.79,0
4794,59.04,5.48,35.75,0
4795,59.04,5.54,35.7,0
4796,59.03,5.61,35.66,0
4797,59.02,5.67,35.61,0
4798,59.02,5.74,35.57,0
4799,59.01,5.8,35.53,0
4800,59,5.87,35.48,0
4801,59,5.93,35.44,0
4802,58.99,6,35.39,0
4803,58.98,6.06,35.35,0
4804,58.98,6.13,35.31,0
4805,58.97,6.19,35.26,0
4806,58.96,6.26,35.22,0
4807,58.96,6.32,35.18,0
4808,58.95,6.39,35.13,0
4809,58.94,6.45,35.09,0
4810,58.94,6.52,35.04,0
4811,58.93,6.58,35,0
4812,58.93,6.65,34.96,0
4813,58.92,6.71,34.91,0
4814,58.91,6.78,34.87,0
4815,58.91,6.84,34.82,0
4816,58.9,6.91,34.78,0
4817,58.89,6.97,34.74,0
4818,58.89,7.04,34.69,0
4819,58.88,7.1,34.65,0
4820,58.87,7.17,34.61,0
4821,58.87,7.23,34.56,0
4822,58.86,7.3,34.52,0
4823,58.85,7.36,34.47,0
4824,58.85,7.43,34.43,0
4825,58.84,7.68,34.13,0
4826,58.83,7.94,33.83,0
4827,58.83,8.17,33.55,0
4828,58.82,8.39,33.27,0
4829,58.81,8.76,33.02,0
4830,58.81,9.14,32.76,0
4831,58.8,9.99,32.38,0
4832,58.79,10.84,31.99,0
4833,58.79,11.41,31.67,0
4834,58.78,11.98,31.34,0
4835,58.78,12.55,31.02,0
4836,58.77,13.12,30.7,0
4837,58.76,13.58,30.36,0
4838,58.76,14.05,30.02,0
4839,58.75,16.1,29.46,0
4840,58.74,18.14,28.9,0
4841,58.74,20.93,28.14,0
4842,58.73,23.72,27.39,0
4843,58.72,25.21,26.92,0
4844,58.72,26.7,26.45,0
4845,58.71,27.96,26.07,0
4846,58.7,29.22,25.69,0
4847,58.7,30.47,25.31,0
4848,58.69,31.73,24.93,0
4849,58.68,33.06,24.67,0
4850,58.68,34.39,24.41,0
4851,58.67,35.13,24.28,0
4852,58.66,35.87,24.16,0
4853,58.66,36.52,24.05,0
4854,58.65,37.18,23.94,0
4855,58.64,38.07,23.72,0
4856,58.64,38.95,23.5,0
4857,58.63,39.56,23.4,0
4858,58.63,40.16,23.29,0
4859,58.62,40.61,23.21,0
4860,58.61,41.06,23.13,0
4861,58.61,41.52,23.05,0
4862,58.6,41.97,22.97,0
4863,58.59,42.5,22.82,0
4864,58.59,43.04,22.67,0
4865,58.58,43.4,22.58,0
4866,58.57,43.76,22.5,0
4867,58.57,43.92,22.48,0
4868,58.56,44.07,22.45,0
4869,58.55,44.11,22.45,0
4870,58.55,44.15,22.45,0
4871,58.54,44.58,22.42,0
4872,58.53,45.01,22.38,0
4873,58.53,44.8,22.53,0
4874,58.52,44.6,22.68,0
4875,58.51,44.4,22.75,0
4876,58.51,44.2,22.82,0
4877,58.5,43.86,22.82,0
4878,58.5,43.53,22.83,0
4879,58.49,43.54,22.76,0
4880,58.48,43.56,22.7,0
4881,58.48,43.58,22.63,0
4882,58.47,43.59,22.56,0
4883,58.46,44.11,22.26,0
4884,58.46,44.63,21.97,0
4885,58.45,44.33,21.82,0
4886,58.44,44.03,21.66,0
4887,58.44,44.38,21.51,0
4888,58.43,44.73,21.35,0
4889,58.42,44.64,21.32,0
4890,58.42,44.54,21.29,0
4891,58.41,44.45,21.26,0
4892,58.4,44.45,21.15,0
4893,58.4,44.44,21.04,0
4894,58.39,44.44,20.94,0
4895,58.38,44.44,20.83,0
4896,58.38,44.42,20.74,0
4897,58.37,44.39,20.65,0
4898,58.36,42.98,20.8,0
4899,58.36,41.56,20.94,0
4900,58.35,40.19,21.09,0
4901,58.35,38.82,21.24,0
4902,58.34,37.44,21.39,0
4903,58.33,36.07,21.54,0
4904,58.33,35.14,21.52,0
4905,58.32,34.22,21.49,0
4906,58.31,32.22,21.68,0
4907,58.31,30.23,21.87,0
4908,58.3,28.86,22.18,0
4909,58.29,27.5,22.5,0
4910,58.29,26.84,22.63,0
4911,58.28,26.17,22.76,0
4912,58.27,26.22,22.69,0
4913,58.27,26.26,22.62,0
4914,58.26,26.31,22.55,0
4915,58.25,26.36,22.48,0
4916,58.25,26.41,22.42,0
4917,58.24,26.46,22.35,0
4918,58.23,26.5,22.28,0
4919,58.23,26.55,22.21,0
4920,58.22,26.6,22.14,0
4921,58.21,26.65,22.07,0
4922,58.21,26.69,22,0
4923,58.2,26.74,21.94,0
4924,58.2,26.79,21.87,0
4925,58.19,26.84,21.8,0
4926,58.18,26.88,21.73,0
4927,58.18,26.93,21.66,0
4928,58.17,26.98,21.59,0
4929,58.16,27.02,21.52,0
4930,58.16,27.07,21.45,0
4931,58.15,27.12,21.38,0
4932,58.14,27.17,21.32,0
4933,58.14,27.22,21.25,0
4934,58.13,27.26,21.18,0
4935,58.12,27.31,21.11,0
4936,58.12,27.36,21.04,0
4937,58.11,27.4,20.97,0
4938,58.1,27.45,20.9,0
4939,58.1,27.5,20.83,0
4940,58.09,27.55,20.77,0
4941,58.08,27.6,20.7,0
4942,58.08,27.64,20.63,0
4943,58.07,27.69,20.56,0
4944,58.07,27.05,20.64,0
4945,58.06,26.41,20.73,0
4946,58.05,25.94,20.8,0
4947,58.05,25.47,20.86,0
4948,58.04,25.58,20.82,0
4949,58.03,25.7,20.78,0
4950,58.03,26.77,20.51,0
4951,58.02,27.84,20.24,0
4952,58.01,28.6,20.06,0
4953,58.01,29.37,19.88,0
4954,58,29.41,19.87,0
4955,57.94,29.45,19.85,0
4956,57.89,29.59,19.85,0
4957,57.83,29.73,19.85,0
4958,57.78,30.16,19.82,0
4959,57.72,30.59,19.78,0
4960,57.67,31.18,19.68,0
4961,57.61,31.77,19.57,0
4962,57.56,32.36,19.47,0
4963,57.5,32.97,19.47,0
4964,57.44,33.57,19.47,0
4965,57.39,33.56,19.58,0
4966,57.33,33.55,19.69,0
4967,57.28,33.26,19.71,0
4968,57.22,32.98,19.73,0
4969,57.17,32.56,19.76,0
4970,57.11,32.15,19.79,0
4971,57.06,32.06,19.74,0
4972,57,31.96,19.7,0
4973,56.94,31.97,19.67,0
4974,56.89,31.98,19.64,0
4975,56.83,31.48,19.67,0
4976,56.78,30.97,19.7,0
4977,56.72,30.48,19.72,0
4978,56.67,29.99,19.74,0
4979,56.61,29.84,19.72,0
4980,56.56,29.69,19.69,0
4981,56.5,29.08,19.69,0
4982,56.44,28.47,19.69,0
4983,56.39,27.91,19.76,0
4984,56.33,27.35,19.83,0
4985,56.28,26.8,19.89,0
4986,56.22,26.24,19.96,0
4987,56.17,25.64,20.13,0
4988,56.11,25.04,20.31,0
4989,56.06,24.32,20.57,0
4990,56,23.6,20.83,0
4991,55.92,22.76,21.14,0
4992,55.83,21.91,21.46,0
4993,55.75,21.18,21.83,0
4994,55.67,20.45,22.19,0
4995,55.58,19.56,22.65,0
4996,55.5,18.66,23.11,0
4997,55.42,17.54,23.7,0
4998,55.33,16.41,24.29,0
4999,55.25,15.34,24.82,0
5000,55.17,14.27,25.34,0
5001,55.08,13.34,25.9,0
5002,55,12.4,26.46,0
5003,54.92,11.72,26.78,0
5004,54.83,11.03,27.1,0
5005,54.75,10.8,27.51,0
5006,54.67,10.58,27.91,0
5007,54.58,9.62,29.29,0
5008,54.5,8.67,30.68,0
5009,54.42,9.17,29.92,0
5010,54.33,9.67,29.16,0
5011,54.25,9.43,29.53,0
5012,54.17,9.2,29.9,0
5013,54.08,8.96,30.28,0
5014,54,8.73,30.65,0
5015,53.92,8.49,31.02,0
5016,53.83,8.25,31.39,0
5017,53.75,8.02,31.76,0
5018,53.67,7.78,32.14,0
5019,53.58,7.55,32.51,0
5020,53.5,7.31,32.88,0
5021,53.42,7.18,33.23,0
5022,53.33,7.06,33.58,0
5023,53.25,6.82,33.77,0
5024,53.17,6.59,33.96,0
5025,53.08,6.36,34.15,0
5026,53,6.12,34.34,0
5027,52.92,5.9,34.48,0
5028,52.83,5.68,34.62,0
5029,52.75,5.46,34.87,0
5030,52.67,5.24,35.12,0
5031,52.58,5.16,35.46,0
5032,52.5,5.07,35.8,0
5033,52.42,4.91,35.98,0
5034,52.33,4.75,36.16,0
5035,52.25,4.72,36.02,0
5036,52.17,4.69,35.88,0
5037,52.08,4.72,36.17,0
5038,52,4.75,36.46,0
5039,51.92,4.51,36.5,0
5040,51.83,4.27,36.55,0
5041,51.75,4.22,36.38,0
5042,51.67,4.16,36.22,0
5043,51.58,4.04,36.28,0
5044,51.5,3.91,36.34,0
5045,51.42,3.9,36.37,0
5046,51.33,3.9,36.4,0
5047,51.25,3.84,36.64,0
5048,51.17,3.78,36.88,0
5049,51.08,3.76,37.01,0
5050,51,3.74,37.14,0
5051,50.92,3.85,36.61,0
5052,50.83,3.96,36.07,0
5053,50.75,4.03,36.18,0
5054,50.67,4.09,36.29,0
5055,50.58,3.83,36.75,0
5056,50.5,3.57,37.21,0
5057,50.42,3.43,37.44,0
5058,50.33,3.3,37.67,0
5059,50.25,3.18,37.75,0
5060,50.17,3.06,37.82,0
5061,50.08,2.98,37.82,0
5062,50,2.9,37.82,0
5063,50.03,2.94,37.64,1
5064,50.05,2.97,37.45,1
5065,50.08,3.04,37.22,1
5066,50.11,3.12,36.98,1
5067,50.14,3.24,36.85,1
5068,50.16,3.35,36.72,1
5069,50.19,3.26,36.52,1
5070,50.22,3.18,36.31,1
5071,50.24,3.2,36.44,1
5072,50.27,3.23,36.56,1
5073,50.3,3.36,36.7,1
5074,50.32,3.49,36.84,1
5075,50.35,3.44,36.61,1
5076,50.38,3.39,36.37,1
5077,50.41,3.32,36.42,1
5078,50.43,3.24,36.47,1
5079,50.46,3.27,36.74,1
5080,50.49,3.3,37.01,1
5081,50.51,3.04,36.88,1
5082,50.54,2.78,36.74,1
5083,50.57,2.73,36.48,1
5084,50.59,2.68,36.21,1
5085,50.62,2.65,36.14,1
5086,50.65,2.62,36.07,1
5087,50.68,2.74,36.1,1
5088,50.7,2.86,36.13,1
5089,50.73,2.78,36.14,1
5090,50.76,2.71,36.14,1
5091,50.78,2.88,35.89,1
5092,50.81,2.57,35.74,1
5093,50.84,2.26,35.58,1
5094,50.86,2.42,35.63,1
5095,50.89,2.59,35.68,1
5096,50.92,2.37,35.52,1
5097,50.95,2.15,35.35,1
5098,50.97,2.3,35.33,1
5099,51,2.44,35.3,1
5100,51.18,2.42,35.19,1
5101,51.35,2.41,35.08,1
5102,51.53,2.46,34.92,1
5103,51.71,2.52,34.76,1
5104,51.89,2.32,34.6,1
5105,52.06,2.11,34.43,1
5106,52.24,2.36,34.33,1
5107,52.42,2.61,34.22,1
5108,52.59,3.22,34.07,1
5109,52.77,3.82,33.92,1
5110,52.95,5,33.56,1
5111,53.12,6.19,33.21,1
5112,53.3,5.53,33.05,1
5113,53.48,4.87,32.89,1
5114,53.66,6.15,32.62,1
5115,53.83,7.43,32.34,1
5116,54.01,7.76,32.05,1
5117,54.19,8.1,31.76,1
5118,54.36,8.12,31.53,1
5119,54.54,8.14,31.3,1
5120,54.72,8.17,31.06,1
5121,54.9,8.19,30.83,1
5122,55.07,8.29,30.62,1
5123,55.25,8.39,30.41,1
5124,55.43,8.74,30.22,1
5125,55.6,9.08,30.04,1
5126,55.78,9.35,29.82,1
5127,55.96,9.62,29.6,1
5128,56.14,10.16,29.34,1
5129,56.31,10.7,29.09,1
5130,56.49,11.08,28.91,1
5131,56.67,11.45,28.73,1
5132,56.84,11.85,28.54,1
5133,57.02,12.25,28.35,1
5134,57.2,12.4,28.3,1
5135,57.38,12.54,28.25,1
5136,57.55,12.62,28.08,1
5137,57.73,12.71,27.9,1
5138,57.91,12.7,27.74,1
5139,58.08,12.68,27.59,1
5140,58.26,12.1,27.62,1
5141,58.44,11.51,27.66,1
5142,58.61,11.64,27.53,1
5143,58.79,11.77,27.4,1
5144,58.97,12.16,27.2,1
5145,59.15,12.55,27,1
5146,59.32,12.39,26.98,1
5147,59.5,12.23,26.97,1
5148,59.68,11.78,27,1
5149,59.85,11.34,27.03,1
5150,60.03,10.94,27.15,1
5151,60.21,10.55,27.27,1
5152,60.39,10.8,27.16,1
5153,60.56,11.05,27.04,1
5154,60.74,11.62,26.73,1
5155,60.92,12.2,26.42,1
5156,61.09,12.25,26.44,1
5157,61.27,12.3,26.47,1
5158,61.45,14.24,26.02,1
5159,61.62,16.18,25.58,1
5160,61.8,20.96,24.62,1
5161,61.98,25.74,23.67,1
5162,62.16,28.16,23.32,1
5163,62.33,30.59,22.96,1
5164,62.51,30.3,23.06,1
5165,62.69,30.02,23.16,1
5166,62.86,29.73,23.26,1
5167,63.04,30.55,23.06,1
5168,63.22,31.37,22.86,1
5169,63.4,33.38,22.54,1
5170,63.57,35.4,22.23,1
5171,63.75,36.58,22.06,1
5172,63.93,37.77,21.88,1
5173,64.1,39,21.65,1
5174,64.28,40.22,21.42,1
5175,64.46,41.15,21.26,1
5176,64.64,42.08,21.09,1
5177,64.81,42.44,20.94,1
5178,64.99,42.8,20.8,1
5179,65.17,41.75,20.93,1
5180,65.34,40.7,21.06,1
5181,65.52,39.65,21.19,1
5182,65.7,38.61,21.32,1
5183,65.88,37.56,21.44,1
5184,66.05,36.51,21.57,1
5185,66.23,35.46,21.7,1
5186,66.41,34.41,21.83,1
5187,66.58,33.36,21.96,1
5188,66.76,32.32,22.09,1
5189,66.94,31.27,22.22,1
5190,67.11,30.22,22.35,1
5191,67.29,29.17,22.48,1
5192,67.47,28.12,22.61,1
5193,67.65,27.07,22.74,1
5194,67.82,26.02,22.86,1
